feature,grid_index,feature_value,curve_type,record_id,predicted_dropout_probability
first_sem_progress_index,4,0.0916666666875,ICE individual,3104.0,0.7776752642559366
first_sem_progress_index,4,0.0916666666875,ICE individual,3106.0,0.27547016462117563
first_sem_progress_index,4,0.0916666666875,ICE individual,3135.0,0.24972487710069738
first_sem_progress_index,4,0.0916666666875,ICE individual,3182.0,0.5986822564526997
first_sem_progress_index,4,0.0916666666875,ICE individual,3281.0,0.2648034679156486
first_sem_progress_index,4,0.0916666666875,ICE individual,3285.0,0.5602808860403448
first_sem_progress_index,4,0.0916666666875,ICE individual,3351.0,0.255306559634926
first_sem_progress_index,4,0.0916666666875,ICE individual,3380.0,0.18544336767986033
first_sem_progress_index,4,0.0916666666875,ICE individual,3394.0,0.18042313824981174
first_sem_progress_index,4,0.0916666666875,ICE individual,3395.0,0.2561643989223521
first_sem_progress_index,4,0.0916666666875,ICE individual,3477.0,0.2878736961395197
first_sem_progress_index,4,0.0916666666875,ICE individual,3590.0,0.9293307698133343
first_sem_progress_index,4,0.0916666666875,ICE individual,3622.0,0.13192613156283275
first_sem_progress_index,4,0.0916666666875,ICE individual,3641.0,0.2610238256566478
first_sem_progress_index,4,0.0916666666875,ICE individual,3642.0,0.9678507447494848
first_sem_progress_index,4,0.0916666666875,ICE individual,3741.0,0.33023609956549244
first_sem_progress_index,4,0.0916666666875,ICE individual,3883.0,0.9156731971656562
first_sem_progress_index,4,0.0916666666875,ICE individual,3930.0,0.3585429787577127
first_sem_progress_index,4,0.0916666666875,ICE individual,3948.0,0.9068952003010705
first_sem_progress_index,4,0.0916666666875,ICE individual,4078.0,0.579562742409761
first_sem_progress_index,4,0.0916666666875,ICE individual,4209.0,0.6679658632890889
first_sem_progress_index,4,0.0916666666875,ICE individual,4416.0,0.9094223644214862
first_sem_progress_index,5,0.12222222225,PDP average,,0.4063340045056913
first_sem_progress_index,5,0.12222222225,ICE individual,216.0,0.3409047125834595
first_sem_progress_index,5,0.12222222225,ICE individual,287.0,0.234498768010119
first_sem_progress_index,5,0.12222222225,ICE individual,309.0,0.24745842911603144
first_sem_progress_index,5,0.12222222225,ICE individual,365.0,0.3114267317339252
first_sem_progress_index,5,0.12222222225,ICE individual,371.0,0.2623741714981844
first_sem_progress_index,5,0.12222222225,ICE individual,414.0,0.3320048468628324
first_sem_progress_index,5,0.12222222225,ICE individual,415.0,0.1258998493790686
first_sem_progress_index,5,0.12222222225,ICE individual,552.0,0.929068898147672
first_sem_progress_index,5,0.12222222225,ICE individual,681.0,0.25991978570725494
first_sem_progress_index,5,0.12222222225,ICE individual,724.0,0.9717889808420167
first_sem_progress_index,5,0.12222222225,ICE individual,748.0,0.2612559253989059
first_sem_progress_index,5,0.12222222225,ICE individual,808.0,0.5003539272841311
first_sem_progress_index,5,0.12222222225,ICE individual,816.0,0.26603463348637796
first_sem_progress_index,5,0.12222222225,ICE individual,926.0,0.14347002465795072
first_sem_progress_index,5,0.12222222225,ICE individual,1167.0,0.2832681900581835
first_sem_progress_index,5,0.12222222225,ICE individual,1546.0,0.3761160090040576
first_sem_progress_index,5,0.12222222225,ICE individual,1568.0,0.35371809169798035
first_sem_progress_index,5,0.12222222225,ICE individual,1600.0,0.729136563380189
first_sem_progress_index,5,0.12222222225,ICE individual,1732.0,0.816598275208592
first_sem_progress_index,5,0.12222222225,ICE individual,1810.0,0.32432174569930927
first_sem_progress_index,5,0.12222222225,ICE individual,1816.0,0.47977028980396613
first_sem_progress_index,5,0.12222222225,ICE individual,1867.0,0.9407001974639166
first_sem_progress_index,5,0.12222222225,ICE individual,1893.0,0.29317171719032825
first_sem_progress_index,5,0.12222222225,ICE individual,1920.0,0.4510391458094652
first_sem_progress_index,5,0.12222222225,ICE individual,1940.0,0.27119684495680557
first_sem_progress_index,5,0.12222222225,ICE individual,2046.0,0.17801133143747308
first_sem_progress_index,5,0.12222222225,ICE individual,2114.0,0.2488327389128132
first_sem_progress_index,5,0.12222222225,ICE individual,2165.0,0.2644014652557983
first_sem_progress_index,5,0.12222222225,ICE individual,2197.0,0.447092571625541
first_sem_progress_index,5,0.12222222225,ICE individual,2204.0,0.5476104220279627
first_sem_progress_index,5,0.12222222225,ICE individual,2330.0,0.8774075899048435
first_sem_progress_index,5,0.12222222225,ICE individual,2400.0,0.24835466905238235
first_sem_progress_index,5,0.12222222225,ICE individual,2418.0,0.4545014089339738
first_sem_progress_index,5,0.12222222225,ICE individual,2782.0,0.9635490473682474
first_sem_progress_index,5,0.12222222225,ICE individual,2805.0,0.09734137416935625
first_sem_progress_index,5,0.12222222225,ICE individual,2807.0,0.19009533586984503
first_sem_progress_index,5,0.12222222225,ICE individual,2990.0,0.4688806101861251
first_sem_progress_index,5,0.12222222225,ICE individual,3077.0,0.5534906433391246
first_sem_progress_index,5,0.12222222225,ICE individual,3104.0,0.7776752642559366
first_sem_progress_index,5,0.12222222225,ICE individual,3106.0,0.2672192661819119
first_sem_progress_index,5,0.12222222225,ICE individual,3135.0,0.242604632835702
first_sem_progress_index,5,0.12222222225,ICE individual,3182.0,0.5930955356170632
first_sem_progress_index,5,0.12222222225,ICE individual,3281.0,0.25794431299594117
first_sem_progress_index,5,0.12222222225,ICE individual,3285.0,0.5542167037298427
first_sem_progress_index,5,0.12222222225,ICE individual,3351.0,0.25192823020182536
first_sem_progress_index,5,0.12222222225,ICE individual,3380.0,0.18597263859060265
first_sem_progress_index,5,0.12222222225,ICE individual,3394.0,0.16862406060146276
first_sem_progress_index,5,0.12222222225,ICE individual,3395.0,0.23119963352390183
first_sem_progress_index,5,0.12222222225,ICE individual,3477.0,0.28635953491947613
first_sem_progress_index,5,0.12222222225,ICE individual,3590.0,0.9233696853727107
first_sem_progress_index,5,0.12222222225,ICE individual,3622.0,0.12859279822949943
first_sem_progress_index,5,0.12222222225,ICE individual,3641.0,0.2574107205231365
first_sem_progress_index,5,0.12222222225,ICE individual,3642.0,0.9616156156559733
first_sem_progress_index,5,0.12222222225,ICE individual,3741.0,0.3213820191527516
first_sem_progress_index,5,0.12222222225,ICE individual,3883.0,0.9156731971656562
first_sem_progress_index,5,0.12222222225,ICE individual,3930.0,0.3557171526254807
first_sem_progress_index,5,0.12222222225,ICE individual,3948.0,0.8938118811199364
first_sem_progress_index,5,0.12222222225,ICE individual,4078.0,0.5909932068978587
first_sem_progress_index,5,0.12222222225,ICE individual,4209.0,0.673496050037618
first_sem_progress_index,5,0.12222222225,ICE individual,4416.0,0.9094223644214862
first_sem_progress_index,6,0.1527777778125,PDP average,,0.4034145060846237
first_sem_progress_index,6,0.1527777778125,ICE individual,216.0,0.34037040072171637
first_sem_progress_index,6,0.1527777778125,ICE individual,287.0,0.23116543467678569
first_sem_progress_index,6,0.1527777778125,ICE individual,309.0,0.24613700463418098
first_sem_progress_index,6,0.1527777778125,ICE individual,365.0,0.30605276474630616
first_sem_progress_index,6,0.1527777778125,ICE individual,371.0,0.26152940176422895
first_sem_progress_index,6,0.1527777778125,ICE individual,414.0,0.3253381801961657
first_sem_progress_index,6,0.1527777778125,ICE individual,415.0,0.12256651604573526
first_sem_progress_index,6,0.1527777778125,ICE individual,552.0,0.9269776214290122
first_sem_progress_index,6,0.1527777778125,ICE individual,681.0,0.2565864523739216
first_sem_progress_index,6,0.1527777778125,ICE individual,724.0,0.9705219825003915
first_sem_progress_index,6,0.1527777778125,ICE individual,748.0,0.2594461610891416
first_sem_progress_index,6,0.1527777778125,ICE individual,808.0,0.5003539272841311
first_sem_progress_index,6,0.1527777778125,ICE individual,816.0,0.2669562458558576
first_sem_progress_index,6,0.1527777778125,ICE individual,926.0,0.1368033579912841
first_sem_progress_index,6,0.1527777778125,ICE individual,1167.0,0.2810963935128414
first_sem_progress_index,6,0.1527777778125,ICE individual,1546.0,0.3728359400942984
first_sem_progress_index,6,0.1527777778125,ICE individual,1568.0,0.34910966460775317
first_sem_progress_index,6,0.1527777778125,ICE individual,1600.0,0.7292812103240042
first_sem_progress_index,6,0.1527777778125,ICE individual,1732.0,0.8193807502278079
first_sem_progress_index,6,0.1527777778125,ICE individual,1810.0,0.3219100247354556
first_sem_progress_index,6,0.1527777778125,ICE individual,1816.0,0.476139850416646
first_sem_progress_index,6,0.1527777778125,ICE individual,1867.0,0.9423768441705035
first_sem_progress_index,6,0.1527777778125,ICE individual,1893.0,0.289789930718957
first_sem_progress_index,6,0.1527777778125,ICE individual,1920.0,0.45469776945071044
first_sem_progress_index,6,0.1527777778125,ICE individual,1940.0,0.2678635116234722
first_sem_progress_index,6,0.1527777778125,ICE individual,2046.0,0.16848822065244004
first_sem_progress_index,6,0.1527777778125,ICE individual,2114.0,0.24549940557947986
first_sem_progress_index,6,0.1527777778125,ICE individual,2165.0,0.2597467074406145
first_sem_progress_index,6,0.1527777778125,ICE individual,2197.0,0.44367252423197406
first_sem_progress_index,6,0.1527777778125,ICE individual,2204.0,0.5565277581875004
first_sem_progress_index,6,0.1527777778125,ICE individual,2330.0,0.8672277878811837
first_sem_progress_index,6,0.1527777778125,ICE individual,2400.0,0.24423015080334637
first_sem_progress_index,6,0.1527777778125,ICE individual,2418.0,0.45431341469530157
first_sem_progress_index,6,0.1527777778125,ICE individual,2782.0,0.9648919730277197
first_sem_progress_index,6,0.1527777778125,ICE individual,2805.0,0.0940080408360229
first_sem_progress_index,6,0.1527777778125,ICE individual,2807.0,0.1867620025365117
first_sem_progress_index,6,0.1527777778125,ICE individual,2990.0,0.4632280398155795
first_sem_progress_index,6,0.1527777778125,ICE individual,3077.0,0.5573092458241352
first_sem_progress_index,6,0.1527777778125,ICE individual,3104.0,0.7783355665630171
first_sem_progress_index,6,0.1527777778125,ICE individual,3106.0,0.2653185015614605
first_sem_progress_index,6,0.1527777778125,ICE individual,3135.0,0.23899727296641993
first_sem_progress_index,6,0.1527777778125,ICE individual,3182.0,0.5911232973020141
first_sem_progress_index,6,0.1527777778125,ICE individual,3281.0,0.2546109796626079
first_sem_progress_index,6,0.1527777778125,ICE individual,3285.0,0.5569991787490587
first_sem_progress_index,6,0.1527777778125,ICE individual,3351.0,0.24707132784492306
first_sem_progress_index,6,0.1527777778125,ICE individual,3380.0,0.18190906608350849
first_sem_progress_index,6,0.1527777778125,ICE individual,3394.0,0.16583102543287812
first_sem_progress_index,6,0.1527777778125,ICE individual,3395.0,0.2271588125171365
first_sem_progress_index,6,0.1527777778125,ICE individual,3477.0,0.2885547247621645
first_sem_progress_index,6,0.1527777778125,ICE individual,3590.0,0.9202811080697048
first_sem_progress_index,6,0.1527777778125,ICE individual,3622.0,0.12579976306091475
first_sem_progress_index,6,0.1527777778125,ICE individual,3641.0,0.2574107205231365
first_sem_progress_index,6,0.1527777778125,ICE individual,3642.0,0.9625084999692802
first_sem_progress_index,6,0.1527777778125,ICE individual,3741.0,0.3179681659927358
first_sem_progress_index,6,0.1527777778125,ICE individual,3883.0,0.9123398638323227
