record_id,numeric__first_sem_progress_index,numeric__first_sem_approval_rate,numeric__Curricular units 1st sem (approved),numeric__Curricular units 1st sem (grade),numeric__first_sem_evaluation_intensity,numeric__Curricular units 1st sem (evaluations),categorical__Tuition fees up to date_0,categorical__Tuition fees up to date_1,categorical__financial_risk_flag_1,categorical__financial_risk_flag_0,numeric__Curricular units 1st sem (enrolled),numeric__Previous qualification (grade),categorical__Scholarship holder_0,categorical__Scholarship holder_1,categorical__Debtor_1,categorical__Debtor_0,numeric__academic_preparation_gap,categorical__Application mode_39,categorical__Application mode_1,categorical__Course_9500,numeric__Admission grade,categorical__Course_9119,categorical__Mother's occupation_0,categorical__Mother's qualification_34,categorical__Previous qualification_1,categorical__Father's qualification_34,numeric__Application order,numeric__GDP,numeric__Inflation rate,categorical__Father's occupation_0,Target
36,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.25,1.0,0.0,1.0,0.0,0.5,-0.20666666666666628,1.0,0.0,1.0,0.0,-1.9059829059829076,1.0,0.0,0.0,-1.3742690058479525,0.0,0.0,0.0,1.0,0.0,0.0,0.9140401146131805,0.0,0.0,Dropout
37,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,0.0769230769230787,1.0,0.0,0.0,0.1637426900584801,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5217391304347826,1.0,Dropout
39,0.049019607853435634,0.33333333333333326,0.0,-0.5502292621925802,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,1.0,0.0,0.0,1.0,-0.07692307692307628,1.0,0.0,0.0,-0.7076023391812859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Graduate
40,-0.7107843136297165,-0.6666666666666667,-0.6666666666666666,-0.2723356940391831,1.6111111111111107,1.25,1.0,0.0,1.0,0.0,0.0,-0.873333333333333,1.0,0.0,1.0,0.0,0.44444444444444514,0.0,0.0,0.0,-0.35087719298245595,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
41,-0.3186274510473308,-0.3333333333333335,-0.3333333333333333,0.1792413505627343,-0.3333333333333332,-0.5,0.0,1.0,1.0,0.0,0.0,-0.47333333333333294,1.0,0.0,1.0,0.0,0.02564102564102542,0.0,1.0,0.0,-0.2865497076023394,0.0,0.0,0.0,1.0,0.0,4.0,-0.5787965616045845,1.0,0.0,Dropout
43,-0.10560224091854381,-0.23809523809523814,0.0,0.6702792830345977,0.14285714285714307,0.25,0.0,1.0,0.0,1.0,0.5,-2.0066666666666664,1.0,0.0,0.0,1.0,0.2393162393162393,0.0,1.0,1.0,-1.485380116959064,0.0,0.0,0.0,1.0,0.0,5.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
44,-0.29411764712061284,-0.3333333333333335,-0.3333333333333333,0.28345143809920775,-0.05555555555555535,-0.25,1.0,0.0,1.0,0.0,0.0,-0.873333333333333,1.0,0.0,0.0,1.0,0.5641025641025654,0.0,0.0,0.0,-0.2690058479532159,0.0,0.0,0.0,1.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
45,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,1.0,-1.555555555555556,1.0,0.0,0.0,-0.9532163742690052,0.0,0.0,0.0,1.0,0.0,0.0,-0.3553008595988538,-0.4782608695652173,0.0,Dropout
46,-0.8921568629325258,-0.8666666666666667,-1.0,-0.34180908711963315,1.0,0.25,0.0,1.0,0.0,1.0,-0.5,1.3933333333333338,1.0,0.0,0.0,1.0,-1.256410256410258,0.0,0.0,0.0,0.4736842105263152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
47,0.14705882405050236,0.33333333333333326,0.3333333333333333,-0.2723356940391831,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,1.0,0.0,0.0,1.0,0.2393162393162393,0.0,0.0,0.0,0.09356725146198792,0.0,0.0,0.0,1.0,0.0,1.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
48,0.1351540620732114,0.04761904761904745,0.3333333333333333,0.49881895373072055,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,-0.07333333333333296,0.0,1.0,0.0,1.0,0.4786324786324798,0.0,0.0,1.0,0.37426900584795336,0.0,0.0,0.0,1.0,0.0,5.0,0.48710601719197705,-0.3478260869565217,0.0,Graduate
49,0.1225490196335886,0.33333333333333326,0.3333333333333333,-0.34180908711963315,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,0.0,1.0,0.0,1.0,0.7350427350427365,0.0,0.0,0.0,0.43274853801169605,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
50,-0.05718954290417129,0.0,0.0,0.005557869945810766,-0.05555555555555535,-0.25,0.0,1.0,0.0,1.0,0.0,0.3933333333333337,0.0,1.0,0.0,1.0,-0.658119658119659,0.0,1.0,0.0,0.005847953216373934,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Graduate
51,0.4411764711711155,0.33333333333333326,0.3333333333333333,0.5613450062526048,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,0.0,1.0,0.0,1.0,-0.9658119658119665,1.0,0.0,0.0,-0.7309941520467833,0.0,0.0,0.0,1.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Graduate
52,-0.26348039257986283,-0.16666666666666674,0.3333333333333333,-0.2028623051271362,0.0833333333333334,0.5,0.0,1.0,0.0,1.0,1.0,0.3933333333333337,0.0,1.0,0.0,1.0,-1.0683760683760695,0.0,1.0,1.0,-0.2748538011695907,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Enrolled
54,0.5952380947328932,0.33333333333333326,0.0,0.9980348937057104,0.3333333333333332,-0.25,0.0,1.0,0.0,1.0,-0.5,2.2600000000000002,1.0,0.0,0.0,1.0,-0.21367521367521267,0.0,1.0,0.0,1.9473684210526312,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5217391304347826,0.0,Graduate
56,0.34967320203424507,0.33333333333333326,0.6666666666666666,0.30197767403084574,0.14285714285714307,0.25,0.0,1.0,0.0,1.0,0.5,-0.20666666666666628,1.0,0.0,0.0,1.0,0.36752136752136766,0.0,1.0,1.0,0.1812865497076019,0.0,0.0,0.0,1.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Graduate
58,0.02450980392671798,0.0,0.0,0.28345143809920775,0.5,0.25,0.0,1.0,0.0,1.0,0.0,-0.27333333333333293,1.0,0.0,0.0,1.0,2.692307692307696,1.0,0.0,0.0,1.7134502923976607,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
59,0.6276960785632415,0.33333333333333326,1.0,1.0900375156315127,-0.3333333333333332,0.0,0.0,1.0,0.0,1.0,1.0,0.5266666666666671,1.0,0.0,0.0,1.0,0.34188034188034344,0.0,0.0,1.0,0.8070175438596494,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
60,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-3.0,-0.5399999999999996,1.0,0.0,0.0,1.0,-0.39316239316239304,0.0,1.0,0.0,-0.6315789473684206,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5217391304347826,0.0,Enrolled
61,0.0868347334916318,0.04761904761904745,0.3333333333333333,0.3390301500625255,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,-0.5399999999999996,1.0,0.0,0.0,1.0,-0.4188034188034185,0.0,1.0,1.0,-0.6491228070175432,0.0,0.0,0.0,1.0,0.0,1.0,-0.3553008595988538,-0.4782608695652173,0.0,Graduate
62,0.1960784314137419,0.33333333333333326,0.3333333333333333,-0.13338891204668618,-0.05555555555555535,-0.25,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,0.0,1.0,0.0,1.0,0.6068376068376081,0.0,0.0,0.0,0.345029239766082,0.0,0.0,0.0,0.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
63,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-3.0,-0.006666666666666288,0.0,1.0,0.0,1.0,-0.15384615384615374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.4068767908309455,0.0,0.0,Enrolled
64,-0.1715686274870239,0.0,0.0,-0.38349312213422243,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-0.4066666666666663,1.0,0.0,0.0,1.0,0.717948717948718,0.0,0.0,0.0,0.2456140350877185,0.0,0.0,0.0,1.0,0.0,0.0,0.4068767908309455,0.0,0.0,Enrolled
65,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-0.5,0.0,1.0,0.0,1.0,0.0,-1.1399999999999997,1.0,0.0,0.0,1.0,0.8632478632478648,0.0,0.0,0.0,-0.29824561403508726,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Enrolled
66,-0.31862745104733065,-0.23809523809523814,0.0,-0.17507294706127544,0.38095238095238104,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,-0.16239316239316182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Dropout
67,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-3.0,0.3933333333333337,0.0,1.0,0.0,1.0,-0.4786324786324798,0.0,1.0,0.0,0.1286549707602332,0.0,0.0,0.0,1.0,0.0,2.0,0.4068767908309455,0.0,0.0,Graduate
68,0.28011204466669026,0.33333333333333326,0.3333333333333333,0.10480557315548135,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,-0.20666666666666628,1.0,0.0,0.0,1.0,0.44444444444444514,0.0,0.0,0.0,0.23391812865497064,0.0,0.0,0.0,0.0,0.0,0.0,0.9140401146131805,0.0,0.0,Graduate
69,0.07843137256549662,0.33333333333333326,0.0,-0.46686119216340166,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,-0.5,-0.5399999999999996,1.0,0.0,1.0,0.0,0.02564102564102542,0.0,1.0,0.0,-0.345029239766082,0.0,0.0,0.0,1.0,0.0,2.0,-0.3553008595988538,-0.4782608695652173,0.0,Dropout
70,0.1960784314137419,0.33333333333333326,0.3333333333333333,-0.13338891204668618,-0.05555555555555535,-0.25,0.0,1.0,0.0,1.0,0.0,1.7933333333333337,1.0,0.0,0.0,1.0,-4.683760683760688,1.0,0.0,0.0,-1.5204678362573092,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Enrolled
71,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,1.0,0.25,0.0,1.0,0.0,1.0,-0.5,0.9933333333333337,1.0,0.0,0.0,1.0,-0.7521367521367526,0.0,0.0,0.0,0.4678362573099413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,0.0,Enrolled
72,0.1924019608247343,0.33333333333333326,0.6666666666666666,-0.1438099208003337,-0.09523809523809526,0.0,0.0,1.0,0.0,1.0,0.5,1.1266666666666671,1.0,0.0,0.0,1.0,-1.1965811965811965,0.0,0.0,1.0,0.28070175438596545,0.0,0.0,0.0,1.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Graduate
73,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-1.9999999999999996,-2.0,0.0,1.0,0.0,1.0,-3.0,0.5266666666666671,1.0,0.0,0.0,1.0,1.2146029671112836e-15,0.0,1.0,0.0,0.5730994152046788,0.0,0.0,0.0,1.0,0.0,0.0,-1.2550143266475644,0.608695652173913,0.0,Dropout
74,-0.7107843136297165,-0.6666666666666667,-0.6666666666666666,-0.2723356940391831,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,-1.0066666666666664,1.0,0.0,0.0,1.0,-0.09401709401709363,0.0,0.0,0.0,-0.8362573099415199,0.0,0.0,0.0,1.0,0.0,3.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
79,0.6141456579721591,0.33333333333333326,0.6666666666666666,1.0516286536056683,-0.3333333333333332,-0.25,0.0,1.0,0.0,1.0,0.5,1.1266666666666671,0.0,1.0,0.0,1.0,-1.1965811965811965,0.0,0.0,1.0,0.28070175438596545,0.0,0.0,0.0,1.0,0.0,3.0,-0.3553008595988538,-0.4782608695652173,0.0,Graduate
80,0.1960784314137419,0.33333333333333326,0.3333333333333333,-0.13338891204668618,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,-0.873333333333333,1.0,0.0,0.0,1.0,0.18803418803418845,1.0,0.0,0.0,-0.526315789473684,0.0,0.0,0.0,1.0,0.0,0.0,0.4068767908309455,0.0,0.0,Graduate
81,-0.07352941178015329,0.0,0.0,-0.05002084201750769,0.22222222222222213,0.0,0.0,1.0,0.0,1.0,0.0,-1.273333333333333,1.0,0.0,0.0,1.0,0.11965811965812026,0.0,1.0,0.0,-0.9239766081871339,0.0,0.0,0.0,1.0,0.0,5.0,0.4068767908309455,0.0,0.0,Dropout
82,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,-0.3333333333333332,-1.75,0.0,1.0,0.0,1.0,-2.5,0.46000000000000035,1.0,0.0,0.0,1.0,1.7863247863247873,1.0,0.0,0.0,1.7368421052631564,0.0,0.0,0.0,0.0,0.0,0.0,0.4068767908309455,0.0,0.0,Dropout
83,-0.6740196077396399,-0.6666666666666667,0.3333333333333333,-0.06391551896623615,0.36111111111111127,2.25,0.0,1.0,1.0,0.0,3.0,1.7933333333333337,1.0,0.0,1.0,0.0,2.188034188034191,1.0,0.0,0.0,3.1812865497076013,0.0,0.0,0.0,0.0,0.0,0.0,0.42120343839541546,-0.39130434782608686,0.0,Dropout
84,0.1960784314137419,0.33333333333333326,0.0,-0.13338891204668618,0.0,-0.5,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,1.0,0.0,0.0,1.0,0.9145299145299156,0.0,0.0,0.0,-0.02923976608187133,0.0,0.0,0.0,1.0,0.0,0.0,-0.5787965616045845,1.0,0.0,Enrolled
87,-0.33333333340336113,-0.06666666666666665,-0.3333333333333333,-0.7586494372655271,0.3333333333333332,-0.25,0.0,1.0,0.0,1.0,-0.5,-0.873333333333333,0.0,1.0,0.0,1.0,-1.264957264957266,1.0,0.0,0.0,-1.5204678362573092,0.0,0.0,0.0,1.0,0.0,0.0,-0.98567335243553,-0.9565217391304347,0.0,Graduate
88,4.901961190933602e-10,0.33333333333333326,0.3333333333333333,-0.689176044185077,0.5,0.25,0.0,1.0,0.0,1.0,0.0,-0.6066666666666662,1.0,0.0,0.0,1.0,-0.10256410256410291,0.0,0.0,0.0,-0.4912280701754387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5217391304347826,1.0,Graduate
89,0.07843137256549662,-0.06666666666666665,-0.3333333333333333,0.7002917882451017,0.0,-0.5,0.0,1.0,0.0,1.0,-0.5,0.6600000000000004,1.0,0.0,0.0,1.0,-0.7777777777777792,0.0,1.0,0.0,0.15789473684210453,0.0,0.0,0.0,1.0,0.0,5.0,0.48710601719197705,-0.3478260869565217,0.0,Enrolled
91,-1.5686274513099354,-1.6666666666666667,-1.6666666666666667,-5.1354731137974134,2.2857142857142856,2.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,-2.3162393162393182,1.0,0.0,1.0,-1.4736842105263153,0.0,0.0,0.0,1.0,0.0,0.0,0.1346704871060172,-0.7391304347826085,0.0,Dropout
92,0.4901960785343547,0.33333333333333326,0.3333333333333333,0.7002917882451017,-0.3333333333333332,-0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.9572649572649585,0.0,0.0,0.0,-1.2280701754385959,0.0,0.0,0.0,1.0,0.0,1.0,0.9140401146131805,0.0,0.0,Graduate
